ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER, SALES ,ORDERDATE,DAYS_SINCE_LAST_ORDER,STATUS,PRODUCTLINE,MSRP,SPV,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10367,21,60.37,10," 1,267.77 ",12/11/2023,146,Resolved,Classic Cars,73.00,-12.63,S24_1046,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small
10363,21,171.22,8," 3,595.62 ",06/11/2023,152,Shipped,Motorcycles,76.00,95.22,S24_2000,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
10363,21,116.56,15," 2,447.76 ",06/11/2023,152,Shipped,Classic Cars,61.00,55.56,S24_3371,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small
10347,21,58.95,7," 1,237.95 ",29/09/2023,190,Shipped,Vintage Cars,53.00,5.95,S18_1367,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10347,21,229.30,6," 4,815.30 ",29/09/2023,190,Shipped,Vintage Cars,168.00,61.30,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10344,21,104.91,4," 2,203.11 ",25/09/2023,194,Shipped,Vintage Cars,92.00,12.91,S18_4409,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small
10339,21,50.65,7," 1,063.65 ",23/09/2023,196,Shipped,Planes,109.00,-58.35,S24_1785,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10337,21,109.37,6," 2,296.77 ",21/09/2023,198,Shipped,Trains,58.00,51.37,S50_1514,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Small
10336,21,106.21,7," 2,230.41 ",20/09/2023,199,Shipped,Trains,100.00,6.21,S18_3259,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small
10332,21,165.38,3," 3,472.98 ",17/09/2023,202,Shipped,Classic Cars,71.00,94.38,S18_4933,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
10331,21,149.33,1," 3,135.93 ",17/09/2023,202,Shipped,Classic Cars,140.00,9.33,S24_3856,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10327,21,96.31,1," 2,022.51 ",10/09/2023,209,Resolved,Ships,72.00,24.31,S700_2610,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Small
10321,21,89.95,4," 1,888.95 ",04/09/2023,215,Shipped,Classic Cars,107.00,-17.05,S24_3432,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10316,21,94.62,15," 1,987.02 ",01/09/2023,218,Shipped,Ships,86.00,8.62,S18_3029,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,Small
10107,21,127.10,11," 2,669.10 ",22/08/2023,228,Shipped,Trucks and Buses,136.00,-8.90,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10309,21,126.22,6," 2,650.62 ",15/08/2023,235,Shipped,Motorcycles,112.00,14.22,S24_1578,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small
10308,21,105.95,12," 2,224.95 ",15/08/2023,235,Shipped,Planes,91.00,14.95,S700_1691,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small
10308,21,87.20,13," 1,831.20 ",15/08/2023,235,Shipped,Planes,80.00,7.20,S700_3167,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small
10296,21,96.34,13," 2,023.14 ",15/07/2023,266,Shipped,Ships,86.00,10.34,S18_3029,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Small
10296,21,71.25,8," 1,496.25 ",15/07/2023,266,Shipped,Planes,68.00,3.25,S24_2841,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Small
10296,21,45.19,10, 948.99 ,15/07/2023,266,Shipped,Planes,49.00,-3.81,S72_1253,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany,Donnermeyer,Michael,Small
10293,21,140.09,2," 2,941.89 ",09/07/2023,272,Shipped,Ships,122.00,18.09,S24_2011,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small
10107,21,105.47,8," 2,214.87 ",08/07/2023,273,Shipped,Trucks and Buses,118.00,-12.53,S12_4473,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10292,21,135.47,12," 2,844.87 ",08/07/2023,273,Shipped,Classic Cars,169.00,-33.53,S18_3232,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10107,21,163.44,12," 3,432.24 ",30/06/2023,281,Shipped,Classic Cars,194.00,-30.56,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10284,21,55.96,10," 1,175.16 ",21/06/2023,290,Shipped,Planes,68.00,-12.04,S24_3949,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small
10284,21,71.00,2," 1,491.00 ",21/06/2023,290,Shipped,Planes,72.00,-1.00,S24_4278,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small
10283,21,98.06,4," 2,059.26 ",20/06/2023,291,Shipped,Ships,86.00,12.06,S18_3029,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10280,21,78.89,6," 1,656.69 ",17/06/2023,294,Shipped,Vintage Cars,97.00,-18.11,S24_4258,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Small
10276,21,70.78,11," 1,486.38 ",02/06/2023,309,Shipped,Motorcycles,81.00,-10.22,S50_4713,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Small
10275,21,102.56,2," 2,153.76 ",23/05/2023,319,Shipped,Motorcycles,112.00,-9.44,S24_1578,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10273,21,65.34,7," 1,372.14 ",21/05/2023,321,Shipped,Ships,66.00,-0.66,S700_1138,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10273,21,102.20,14," 2,146.20 ",21/05/2023,321,Shipped,Ships,86.00,16.20,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,Small
10107,21,233.59,9," 4,905.39 ",19/05/2023,323,Shipped,Classic Cars,214.00,19.59,S10_1949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10270,21,63.35,5," 1,330.35 ",19/05/2023,323,Shipped,Trucks and Buses,64.00,-0.65,S32_3522,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small
10266,21,120.31,6," 2,526.51 ",06/05/2023,336,Shipped,Classic Cars,141.00,-20.69,S18_1129,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10262,21,57.11,12," 1,199.31 ",24/04/2023,348,Cancelled,Planes,49.00,8.11,S72_1253,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10258,21,59.87,4," 1,257.27 ",15/04/2023,357,Shipped,Vintage Cars,50.00,9.87,S18_4668,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10248,21,73.98,1," 1,553.58 ",07/03/2023,396,Cancelled,Ships,86.00,-12.02,S18_3029,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10245,21,113.82,3," 2,390.22 ",04/03/2023,399,Shipped,Trucks and Buses,121.00,-7.18,S18_4600,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Small
10241,21,119.46,11," 2,508.66 ",13/02/2023,418,Shipped,Classic Cars,124.00,-4.54,S18_1589,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small
10241,21,40.25,10, 845.25 ,13/02/2023,418,Shipped,Classic Cars,50.00,-9.75,S24_1628,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Small
10107,21,93.28,5," 1,958.88 ",12/02/2023,419,Shipped,Classic Cars,115.00,-21.72,S12_4675,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small
10226,21,60.26,1," 1,265.46 ",26/12/2022,467,Shipped,Classic Cars,73.00,-12.74,S24_1046,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Small
10107,21,127.83,6," 2,684.43 ",22/12/2022,471,Shipped,Classic Cars,115.00,12.83,S12_4675,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Small
10223,21,117.87,7," 2,475.27 ",20/12/2022,473,Shipped,Motorcycles,99.00,18.87,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10219,21,40.31,3, 846.51 ,10/12/2022,483,Shipped,Classic Cars,35.00,5.31,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Small
10217,21,106.90,3," 2,244.90 ",04/12/2022,489,Shipped,Trucks and Buses,96.00,10.90,S32_1268,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10214,21,62.96,6," 1,322.16 ",26/11/2022,497,Shipped,Vintage Cars,60.00,2.96,S18_2248,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10211,21,63.72,11," 1,338.12 ",15/11/2022,508,Shipped,Motorcycles,69.00,-5.28,S24_2360,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10210,21,78.55,12," 1,649.55 ",12/11/2022,511,Shipped,Planes,91.00,-12.45,S700_1691,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10206,21,53.33,4," 1,119.93 ",05/10/2022,549,Shipped,Vintage Cars,50.00,3.33,S18_4668,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10203,21,37.00,2, 777.00 ,02/10/2022,552,Shipped,Classic Cars,37.00,0.00,S24_2972,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10107,21,93.34,10," 1,960.14 ",25/09/2022,559,Shipped,Trucks and Buses,116.00,-22.66,S18_1097,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Small
10193,21,149.60,14," 3,141.60 ",21/09/2022,563,Shipped,Vintage Cars,170.00,-20.40,S18_1749,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Medium
10107,21,182.90,3," 3,840.90 ",20/09/2022,564,Shipped,Classic Cars,194.00,-11.10,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10107,21,184.94,13," 3,883.74 ",14/09/2022,570,Shipped,Classic Cars,207.00,-22.06,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10186,21,69.04,3," 1,449.84 ",14/09/2022,570,Shipped,Vintage Cars,65.00,4.04,S24_3420,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK,Hardy,Thomas,Small
10185,21,54.00,3," 1,134.00 ",14/09/2022,570,Shipped,Ships,66.00,-12.00,S700_1138,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Small
10107,21,96.84,7," 2,033.64 ",13/09/2022,571,Shipped,Trucks and Buses,116.00,-19.16,S18_1097,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small
10183,21,116.24,2," 2,441.04 ",13/09/2022,571,Shipped,Trucks and Buses,121.00,-4.76,S18_4600,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small
10181,21,156.48,5," 3,286.08 ",12/09/2022,572,Shipped,Classic Cars,142.00,14.48,S18_1984,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10182,21,145.13,4," 3,047.73 ",12/09/2022,572,Shipped,Vintage Cars,168.00,-22.87,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10180,21,50.36,3," 1,057.56 ",11/09/2022,573,Shipped,Motorcycles,62.00,-11.64,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small
10180,21,93.56,5," 1,964.76 ",11/09/2022,573,Shipped,Motorcycles,81.00,12.56,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small
10178,21,72.12,11," 1,514.52 ",08/09/2022,576,Shipped,Vintage Cars,83.00,-10.88,S24_3816,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small
10173,21,75.46,14," 1,584.66 ",05/09/2022,579,Shipped,Vintage Cars,92.00,-16.54,S18_4409,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Small
10168,21,70.96,9," 1,490.16 ",28/08/2022,587,Shipped,Planes,84.00,-13.04,S18_2581,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small
10167,21,69.88,2," 1,467.48 ",23/08/2022,592,Cancelled,Planes,68.00,1.88,S24_2841,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small
10107,21,168.42,2," 3,536.82 ",21/08/2022,594,Resolved,Classic Cars,147.00,21.42,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Medium
10107,21,231.44,1," 4,860.24 ",20/08/2022,595,Shipped,Classic Cars,214.00,17.44,S10_1949,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium
10151,21,177.81,7," 3,734.01 ",21/07/2022,625,Shipped,Classic Cars,169.00,8.81,S18_3232,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Medium
10148,21,73.60,4," 1,545.60 ",11/07/2022,635,Shipped,Classic Cars,90.00,-16.40,S24_2766,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10107,21,63.84,8," 1,340.64 ",05/07/2022,641,Shipped,Classic Cars,79.00,-15.16,S12_3990,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Small
10142,21,111.19,3," 2,334.99 ",08/06/2022,668,Shipped,Ships,100.00,11.19,S700_3505,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10107,21,101.91,5," 2,140.11 ",01/06/2022,675,Shipped,Trucks and Buses,118.00,-16.09,S12_4473,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small
10141,21,42.43,6, 891.03 ,01/06/2022,675,Shipped,Classic Cars,35.00,7.43,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small
10131,21,132.46,4," 2,781.66 ",16/04/2022,721,Shipped,Planes,157.00,-24.54,S18_1662,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Small
10131,21,41.71,7, 875.91 ,16/04/2022,721,Shipped,Planes,49.00,-7.29,S72_1253,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Small
10107,21,116.17,8," 2,439.57 ",28/03/2022,740,Shipped,Trucks and Buses,136.00,-19.83,S12_1666,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10124,21,136.00,6," 2,856.00 ",21/03/2022,747,Shipped,Vintage Cars,170.00,-34.00,S18_1749,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small
10122,21,73.17,13," 1,536.57 ",08/03/2022,760,Shipped,Classic Cars,80.00,-6.83,S18_3278,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small
10122,21,117.59,12," 2,469.39 ",08/03/2022,760,Shipped,Classic Cars,146.00,-28.41,S18_3482,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small
10119,21,89.46,9," 1,878.66 ",28/02/2022,768,Shipped,Ships,86.00,3.46,S18_3029,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small
10117,21,95.80,7," 2,011.80 ",16/02/2022,780,Shipped,Trains,100.00,-4.20,S18_3259,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small
10117,21,49.21,11," 1,033.41 ",16/02/2022,780,Shipped,Trains,58.00,-8.79,S50_1514,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Small
10114,21,139.29,5," 2,925.09 ",01/02/2022,795,Shipped,Trucks and Buses,127.00,12.29,S24_2300,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small
10107,21,162.64,2," 3,415.44 ",26/01/2022,801,Shipped,Trucks and Buses,136.00,26.64,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10107,21,144.60,1," 3,036.60 ",24/12/2021,834,Shipped,Motorcycles,150.00,-5.40,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10416,22,111.69,11," 2,457.18 ",10/03/2024,27,Shipped,Planes,99.00,12.69,S700_2466,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10107,22,153.99,1," 3,387.78 ",05/03/2024,32,Shipped,Classic Cars,173.00,-19.01,S12_3891,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10398,22,67.41,4," 1,483.02 ",30/01/2024,67,Shipped,Vintage Cars,68.00,-0.59,S32_4289,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10398,22,86.76,8," 1,908.72 ",30/01/2024,67,Shipped,Planes,99.00,-12.24,S700_2466,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10397,22,66.50,4," 1,463.00 ",28/01/2024,69,Shipped,Ships,72.00,-5.50,S700_2610,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France,Roulet,Annette,Small
10394,22,152.41,5," 3,353.02 ",15/01/2024,82,Shipped,Classic Cars,169.00,-16.59,S18_3232,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10390,22,158.69,13," 3,491.18 ",04/01/2024,93,Shipped,Motorcycles,81.00,77.69,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10386,22,57.55,6," 1,266.10 ",01/01/2024,96,Resolved,Vintage Cars,105.00,-47.45,S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10383,22,91.76,2," 2,018.72 ",22/12/2023,106,Shipped,Classic Cars,57.00,34.76,S24_1444,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10378,22,112.00,4," 2,464.00 ",10/12/2023,118,Shipped,Classic Cars,80.00,32.00,S18_3278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10107,22,174.29,1," 3,834.38 ",02/12/2023,126,Shipped,Motorcycles,193.00,-18.71,S10_4698,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium
10374,22,53.30,4," 1,172.60 ",02/12/2023,126,Shipped,Motorcycles,60.00,-6.70,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small
10373,22,86.74,5," 1,908.28 ",01/12/2023,127,Shipped,Ships,86.00,0.74,S18_3029,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,Small
10370,22,179.50,5," 3,949.00 ",20/11/2023,138,Shipped,Trucks and Buses,122.00,57.50,S18_2319,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10370,22,96.86,7," 2,130.92 ",20/11/2023,138,Shipped,Trucks and Buses,60.00,36.86,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10365,22,155.69,3," 3,425.18 ",07/11/2023,151,Shipped,Motorcycles,102.00,53.69,S32_4485,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10363,22,167.57,7," 3,686.54 ",06/11/2023,152,Shipped,Classic Cars,77.00,90.57,S18_1889,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
10107,22,166.55,4," 3,664.10 ",05/11/2023,153,Shipped,Motorcycles,193.00,-26.45,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10107,22,176.23,1," 3,877.06 ",05/11/2023,153,Shipped,Motorcycles,150.00,26.23,S12_2823,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10359,22,118.32,7," 2,603.04 ",15/10/2023,174,Shipped,Classic Cars,118.00,0.32,S24_4048,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10359,22,195.51,1," 4,301.22 ",15/10/2023,174,Shipped,Trains,62.00,133.51,S32_3207,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10356,22,72.41,6," 1,593.02 ",09/10/2023,180,Shipped,Vintage Cars,53.00,19.41,S18_1367,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Small
10352,22,75.51,1," 1,661.22 ",03/10/2023,186,Shipped,Planes,74.00,1.51,S700_4002,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,58339,USA,Taylor,Leslie,Small
10346,22,97.44,4," 2,143.68 ",29/09/2023,190,Shipped,Vintage Cars,41.00,56.44,S24_3969,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Small
10342,22,143.67,3," 3,160.74 ",24/09/2023,195,Shipped,Classic Cars,142.00,1.67,S18_1984,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10339,22,128.02,5," 2,816.44 ",23/09/2023,196,Shipped,Ships,66.00,62.02,S700_1138,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10107,22,102.32,10," 2,251.04 ",04/09/2023,215,Shipped,Trucks and Buses,116.00,-13.68,S18_1097,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small
10319,22,119.40,8," 2,626.80 ",03/09/2023,216,Shipped,Motorcycles,102.00,17.40,S32_4485,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Small
10107,22,122.40,9," 2,692.80 ",14/08/2023,236,Shipped,Classic Cars,136.00,-13.60,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small
10307,22,71.67,3," 1,576.74 ",14/08/2023,236,Shipped,Vintage Cars,65.00,6.67,S24_3420,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small
10307,22,91.41,8," 2,011.02 ",14/08/2023,236,Shipped,Vintage Cars,83.00,8.41,S24_3816,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Small
10305,22,99.29,14," 2,184.38 ",13/08/2023,237,Shipped,Trucks and Buses,121.00,-21.71,S18_4600,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small
